id,z_um,y_um,x_um,radius_um,diameter_um,volume_um3,peak_gray
31,7.65,11.946695,14.285017,0.16241362690925598,0.32482725381851196,0.017945518204864907,23536
32,9.690001,0.25508958,17.473637,0.1875346451997757,0.3750692903995514,0.02762696279063643,23869
33,5.61,22.702974,14.157473,0.17650717496871948,0.35301434993743896,0.02303433620381649,26686
34,5.61,4.8041873,16.708368,0.17598088085651398,0.35196176171302795,0.022828904476590573,23759
35,3.74,2.5934107,13.5622635,0.17356820404529572,0.34713640809059143,0.021902773823884163,22246
36,8.16,9.353285,26.571833,0.21104778349399567,0.42209556698799133,0.03937594551826133,22621
37,8.67,14.837711,9.05568,0.20775265991687775,0.4155053198337555,0.0375602425373336,21679
38,6.63,11.351487,14.072442,0.1889781504869461,0.3779563009738922,0.028269842708820197,22352
39,5.78,4.336523,16.198189,0.2933855354785919,0.5867710709571838,0.10578027811587322,23230
40,6.9700003,21.087406,14.965256,0.19971266388893127,0.39942532777786255,0.03336609815745757,21131
41,10.54,20.577227,24.446085,0.13562099635601044,0.2712419927120209,0.010448871812400883,20478
42,7.48,9.013165,27.549675,0.17357653379440308,0.34715306758880615,0.021905927397447775,20263
43,9.86,18.323935,12.2443,0.1437276005744934,0.2874552011489868,0.012436813894145226,18936
44,2.21,6.0371203,8.673046,0.18272557854652405,0.3654511570930481,0.025555633205652132,19248
45,11.05,22.107765,23.170637,0.14051207900047302,0.28102415800094604,0.0116206277148217,19904
46,2.21,8.077837,7.822747,0.16164544224739075,0.3232908844947815,0.017692084321687812,18443
47,10.54,17.558666,22.23531,0.15031173825263977,0.30062347650527954,0.014225492163819357,18493
48,9.690001,0.21257466,14.795197,0.20640847086906433,0.41281694173812866,0.036835889266376286,18445
49,8.67,14.242502,7.7802324,0.14536787569522858,0.29073575139045715,0.012867493019628057,17207
50,7.14,20.704771,14.837711,0.33988383412361145,0.6797676682472229,0.16446751689109734,17503
51,6.9700003,10.883822,13.307174,0.14341291785240173,0.28682583570480347,0.012355303704205328,16830
52,10.03,15.26286,27.677221,0.12859851121902466,0.2571970224380493,0.008908332770313861,16089
53,8.67,17.133518,25.84908,0.16679337620735168,0.33358675241470337,0.01943681085263363,15936
54,4.08,7.5251427,8.970651,0.21855129301548004,0.4371025860309601,0.043726906115698405,16265
55,5.78,10.713762,10.161069,0.15169620513916016,0.3033924102783203,0.01462220131566189,15444
56,3.23,3.613769,13.349689,0.08702568709850311,0.17405137419700623,0.002760774862422213,16840
57,5.78,19.769444,13.647293,0.32626408338546753,0.6525281667709351,0.14547769499369623,16166
58,5.61,21.044891,14.710166,0.218754842877388,0.437509685754776,0.04384919637283766,16677
59,1.7,5.9946055,7.0999937,0.19808721542358398,0.39617443084716797,0.032558017356511745,16395
60,8.84,0.85029864,14.837711,0.12961451709270477,0.25922903418540955,0.009121148946111053,15846
61,3.74,6.5472994,8.758076,0.2187557816505432,0.4375115633010864,0.04384976090376935,15325
62,3.4,8.715561,8.5880165,0.1394386887550354,0.2788773775100708,0.011356342437151295,14991
63,7.31,10.883822,25.976624,0.16165444254875183,0.32330888509750366,0.017695039733629972,14759
64,5.78,12.882024,12.711965,0.396,0.792,0.26012025260249794,15959
65,11.39,21.044891,15.135316,0.13986271619796753,0.27972543239593506,0.011460260349133167,14555
66,11.39,10.118554,30.993385,0.12751881778240204,0.2550376355648041,0.008685832350518823,14182
67,7.65,15.560465,9.268255,0.394,0.788,0.25619890827470676,15562
